FOLIO,UNIDAD,TRIM,REG_MUE,SEXO,EDAD,LOCALI,MUN_NAC,PAI_NAC,VIE_UD,VIVE,RAZON,TRABAJA,NUM_PER,P1,P1_1,P1_2,P1_3,P2_GRA,P2_NIV,P3,P4,P4_1,P5,P5_1,P5_1_1,P6_PAI,P6_EST,P6_MUN,P6_LOC,P7C,P7T,P8,P8_1,P8_2,P8_3,P8_4C,P8_4D,P8_4U,P8_4T,P8_5,P8_6,P8_7,P8_8,P8_8_1,P8_9,P8_9_1,P8_10,P8_11,P8_11_1C,P8_11_1T,P8_12M,P8_12A,P8_13C,P8_13D,P8_13U,P8_13T,P8_14,P8_15,P8_16,P8_17,P9,P9_1,P9_1_1C,P9_1_1T,P9_1_2E,P9_1_2M,P9_1_2L,P10,P10_1,P10_2C,P10_2T,P10_2_1,P10_211C,P10_211U,P10_211T,P10_212,P10_213,P10_214,P10_215,P10_216C,P10_216U,P102161C,P102161U,P1021611,P10_217,P10_218,P11C,P11T,P11_1,P11_2,P11_2_1,P12C,P12U,P12_1,P13,P13_1,P13_2,P13_2_1,P13_3,P13_3_1C,P13_3_1E,P13_4C,P13_4T,P13_5,P13_6,P14,P14_1,P14_2,P15,P16,P16_1C,P16_1T,P17,P17_1C,P17_1U,P18,P19,P20C,P20T,P20_1C,P20_1E,P20_2,P20_2_1,P20_2_2,P20_3,P20_3_1,P20_3_2C,P20_3_2T,P20_3_3C,P20_3_3T,P20_3_4,P20_3_5,P20_3_6C,P20_3_6D,P20_3_6T,P20_3_7,P20_3_8,P20_3_9,P20_3_10,P20_3101,P20_3_11,P20_311A,P20_311B,P20_311C,P20_311D,P20_311E,P20_311F,P20_311G,P20_311H,P20_311I,P20_311J,P20_311K,P20_311L,P20_3_12,P20_3_13,P20_3131,P2031311,P20_3_14,P20_3_15,P20_3_16,P21,N8_5,N8_6,N8_14,N8_15,N10_212,N10_213,N20_3_7,N20_3_8,X8_5,X8_14,X10_212,X20_3_7,PONDERAD
6125,119310,3,2,1,18,2,38,28,28,2,6,0,15,1,0,0,0,3,4,1,2,2,4,1,1,1,28,38,2,0,4,1,0,8,6,220,0,2,3,15,2,10,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,180,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,1,0,0,0,49.1
6126,119310,3,2,1,50,2,39,19,19,2,5,0,54,1,0,0,0,3,3,1,1,0,1,0,0,1,19,39,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,88,70,0,2,3,14,6,6,1,1,0,0,0,0,0,0,2,93,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,34,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,1,0,0,154.45
6127,119310,3,2,1,42,1,16,24,24,2,5,0,25,1,0,0,0,0,1,2,1,0,8,7,7,1,24,16,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,2,230,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.92
6128,119310,3,2,1,24,1,108,15,15,2,5,0,35,2,3,0,1,2,3,2,1,0,4,1,1,1,15,108,2,0,4,1,0,6,6,20,0,2,2,7,5,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2,0,240,2,2,1,1,2,3,2,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,62.92
6129,119310,3,2,1,21,2,33,19,19,2,5,0,18,2,1,0,0,6,2,2,1,0,2,1,1,1,19,33,2,0,4,1,0,8,6,150,0,2,3,11,5,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,91,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,4,38,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,6,0,0,0,51.48
6130,119310,3,2,1,35,1,34,28,19,2,5,0,17,1,0,0,0,6,2,2,1,0,4,1,1,1,19,39,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,93,25,0,2,2,12,5,5,2,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,25,2,2,1,1,2,3,1,13,45,2,3,1,1,11,83,1,93,25,1,1,2,0,0,1,1,1,4,13,45,1,1,1,1,1,1,3,1,3,9,6,4,0,1,7,5,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,800,600,1,2,1,6,5,0,0,12,4,0,0,7,4,0,6,0,5,48.62
6141,119310,3,2,1,47,2,39,19,19,2,5,0,22,1,0,0,0,6,2,2,1,0,4,1,1,1,19,39,2,0,4,1,0,8,7,70,0,2,2,20,6,7,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,34,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,3,0,0,0,62.92
6142,119310,3,2,1,22,2,3,11,11,2,5,0,64,1,0,0,0,6,2,1,2,2,4,1,1,1,11,3,2,0,4,1,0,6,6,250,0,2,3,6,3,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,0,350,2,2,1,1,2,3,2,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,5,0,0,0,183.05
6135,129310,3,2,1,36,1,94,14,14,2,5,0,42,1,0,0,0,1,2,2,1,0,5,1,1,1,14,120,2,0,4,2,1,8,5,5,50,3,1,12,5,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,130,2,2,1,1,2,3,1,12,45,0,5,1,1,11,78,2,93,1,2,1,2,0,0,1,1,3,4,1,5,1,1,1,1,1,3,3,3,3,8,5,5,50,1,12,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,0,0,0,0,0,2,12,4,0,0,0,0,12,4,6,0,0,6,124.42
6139,129310,3,2,1,29,1,19,11,11,2,5,0,24,1,0,0,0,2,2,2,1,0,4,4,3,1,11,19,1,0,4,2,1,9,5,240,0,3,3,7,4,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,200,2,1,1,1,2,3,1,11,45,3,3,1,1,11,81,2,92,1,3,2,2,0,0,1,1,2,4,10,5,1,1,2,1,1,2,3,2,3,9,5,240,0,3,7,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1200,600,1,2,1,6,2,7,3,0,0,0,0,7,3,5,0,0,5,70.79
6140,129310,3,2,1,26,1,19,11,11,2,5,0,26,2,1,0,0,6,2,2,1,0,3,1,1,1,16,19,1,0,4,1,0,8,5,9999998,88,8,8,7,5,1,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,200,2,1,1,1,2,3,1,12,45,2,3,1,1,7,85,2,93,25,1,2,1,200,3,1,1,8,4,12,45,1,1,1,1,1,8,3,8,3,8,6,7,0,1,12,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,800,600,1,2,5,3,4,7,4,0,0,0,0,12,4,5,0,0,6,79.37
6143,129310,3,2,1,23,1,87,16,16,2,5,0,41,1,0,0,0,6,2,1,2,2,5,2,2,1,16,87,1,0,4,1,0,8,5,120,0,2,3,7,6,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,180,2,1,1,1,2,3,2,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,124.42
6144,129310,3,2,1,38,2,15,11,11,2,5,0,31,1,0,0,0,2,2,2,1,0,10,1,1,1,11,15,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,8,93,9999998,98,8,8,7,5,1,2,1,0,0,0,0,0,0,2,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,150,2,1,1,1,2,3,2,0,0,0,5,2,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,5,0,0,97.6
6145,129310,3,2,1,36,1,67,16,16,2,5,0,32,1,0,0,0,5,2,2,1,0,5,1,1,1,16,67,1,0,4,1,0,8,6,20,0,2,2,7,5,1,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,150,2,1,1,1,2,3,1,11,45,0,5,1,1,10,79,2,93,25,2,1,2,0,0,1,1,5,4,11,45,1,1,1,1,1,5,3,5,3,8,5,40,0,2,19,5,13,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,700,400,2,2,7,6,5,7,4,0,0,0,0,19,4,5,0,0,4,137.29
6147,149310,3,2,1,26,1,81,15,15,2,5,0,39,1,0,0,0,4,2,3,1,0,7,1,1,1,15,81,1,0,4,1,0,8,7,170,0,2,3,12,5,14,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,2,185,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,6,0,0,0,466.49
6148,149310,3,2,1,17,2,35,5,5,2,5,0,22,2,2,0,0,1,4,1,2,2,8,4,3,1,5,35,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,50,2,2,1,1,2,4,2,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.83
6149,149310,3,2,1,35,1,33,11,11,2,5,0,39,1,0,0,0,0,1,2,1,0,4,1,1,1,11,33,2,0,4,1,0,10,6,40,0,2,2,16,6,7,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,150,2,2,1,1,1,3,1,18,45,5,3,1,1,11,86,2,92,25,2,2,2,0,0,1,1,6,4,18,45,2,0,0,1,1,6,3,6,3,9,6,4,50,1,7,5,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,0,0,0,0,0,5,16,4,0,0,0,0,7,4,3,0,0,5,454.21
6150,149310,3,2,1,34,1,51,7,7,2,5,0,30,1,0,0,0,3,2,2,1,0,2,1,1,1,7,51,1,0,4,1,0,9,6,140,0,2,3,7,5,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,200,2,2,1,1,2,3,1,42,51,6,3,1,1,11,85,2,93,25,2,1,2,0,0,1,1,5,4,49,10,2,0,0,1,1,5,3,5,3,10,6,4,50,1,7,6,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1200,700,1,2,5,6,5,7,4,0,0,0,0,7,4,5,0,0,5,378.51
6153,179310,3,2,1,24,1,39,16,16,2,5,0,27,1,0,0,0,6,2,2,1,0,12,2,2,1,16,39,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,85,0,0,0,0,7,6,1,3,1,0,0,0,0,0,0,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,115,2,2,1,1,2,2,1,21,45,2,4,1,1,3,85,2,90,25,1,2,2,0,0,1,1,3,5,21,45,1,2,1,1,1,3,4,3,4,8,6,3,0,1,18,6,11,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,480,200,1,6,36,6,2,0,0,7,4,0,0,18,4,0,5,0,4,190.37
6156,179310,3,2,1,52,1,5,5,5,2,5,0,36,1,0,0,0,4,2,1,2,2,4,1,1,1,5,5,1,40,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,89,10,0,1,2,8,6,1,1,1,0,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,3,15,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,85,3,3,2,2,0,0,2,2,3,3,99,5,2,0,0,1,2,3,2,2,2,7,7,20,0,2,8,6,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,420,300,1,3,1,6,6,0,0,8,4,0,0,8,4,0,5,0,5,182.33
6157,179310,3,2,1,38,1,30,11,11,2,5,0,9,2,1,0,1,0,1,2,1,0,7,1,1,1,11,30,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,100,2,2,1,1,1,2,1,13,45,0,5,1,1,11,69,2,92,25,1,1,2,0,0,1,1,7,4,13,45,2,0,0,1,1,7,3,7,3,9,5,300,0,3,12,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1200,1000,2,2,15,6,5,0,0,0,0,0,0,12,4,0,0,0,6,101.89
6158,179310,3,2,1,34,1,3,11,11,2,5,0,4,1,0,0,0,3,2,2,1,0,7,1,1,1,11,3,2,0,4,1,0,7,7,300,0,2,3,7,5,1,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,120,2,2,1,1,1,3,1,21,45,2,3,1,1,11,80,2,93,25,1,1,2,0,0,1,1,1,4,21,45,1,1,1,1,2,1,3,3,2,8,7,4,30,1,8,5,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,4,800,800,2,2,2,6,2,7,4,0,0,0,0,8,4,5,0,0,5,28.6
6159,179310,3,2,1,18,1,39,19,19,2,2,2,22,1,0,0,0,3,3,1,2,2,4,2,2,1,19,39,2,0,4,1,0,8,6,140,0,2,3,18,5,3,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,30,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,4,0,0,0,203.78
6160,179310,3,2,1,37,1,110,16,16,2,5,0,27,1,0,0,0,6,2,2,1,0,7,1,1,1,16,110,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,300,2,2,1,1,1,2,1,21,45,5,3,1,1,5,87,1,99,25,1,1,2,0,0,1,1,10,4,11,45,1,1,1,1,1,10,3,10,3,8,4,5,0,1,18,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,640,300,2,5,99,6,5,0,0,0,0,0,0,18,2,0,0,0,4,305.66
5931,99311,3,2,1,44,1,19,11,11,2,5,0,20,2,3,0,3,0,1,2,1,0,8,2,2,1,11,19,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,93,9999998,98,8,8,7,5,1,3,1,0,0,0,0,0,0,2,91,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,150,2,1,1,1,2,4,2,0,0,7,3,2,2,11,65,2,91,25,2,1,2,0,0,2,2,6,3,21,45,2,0,0,1,1,5,2,5,2,7,6,7,0,1,12,6,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,700,0,0,0,0,0,1,0,0,7,4,0,0,12,4,0,5,0,6,24.67
5951,99311,3,2,1,29,2,3,11,11,2,5,0,22,2,2,1,2,2,2,2,1,0,5,2,2,1,11,3,2,0,4,1,0,8,6,250,0,2,3,11,5,5,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,91,2,2,1,1,2,4,2,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,6,0,0,0,50.05
5952,99311,3,2,1,21,1,5,19,19,2,5,0,45,2,8,0,4,6,2,1,2,2,9,9,9,1,19,5,1,0,4,1,0,12,7,350,0,2,3,11,5,5,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,6,1,4,30,2,2,1,1,2,4,1,13,45,4,3,2,2,10,81,2,93,25,2,1,2,0,0,2,2,3,4,13,45,1,1,1,1,1,3,3,3,3,8,5,300,0,3,11,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1200,0,0,0,0,0,1,11,4,0,0,0,0,11,4,6,0,0,6,43.57
5953,99311,3,2,1,18,2,15,11,11,2,5,0,33,2,4,0,1,4,2,1,2,2,10,6,6,1,11,2,2,0,4,1,0,8,6,0,0,0,0,7,5,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,150,2,2,1,1,2,5,2,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,50.95
5925,139311,3,2,1,36,1,53,24,28,2,5,0,16,1,0,0,0,3,2,2,1,0,7,1,1,1,28,38,2,20,3,1,0,8,6,350,0,2,3,11,1,5,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,4,74,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,6,0,0,0,139.43
5930,139311,3,2,1,26,1,69,16,16,2,5,0,51,2,2,0,2,6,2,2,1,0,4,1,1,1,16,69,2,0,4,1,0,7,6,25,0,2,2,20,6,7,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,3,0,0,0,274.58
5935,139311,3,2,1,20,2,33,5,5,2,5,0,52,1,0,0,0,6,2,2,1,0,3,1,1,1,5,33,2,0,4,1,0,8,7,14,0,2,2,7,5,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,4,53,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,283.16
5954,139311,3,2,1,44,2,30,5,5,2,5,0,48,1,0,0,0,6,2,2,1,0,4,2,2,1,5,13,1,3,3,1,0,8,5,100,0,2,3,12,5,14,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,39,2,2,1,1,2,3,1,15,45,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,6,0,0,0,411.87
5924,159311,3,2,1,20,2,18,5,5,2,5,0,36,1,0,0,0,3,2,1,2,2,6,3,3,1,5,18,2,0,4,1,0,8,6,250,0,2,3,12,2,3,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,2,100,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,6,0,0,0,92.96
5933,159311,3,2,1,42,1,9,9,9,2,5,0,32,1,0,0,0,2,3,2,1,0,9,5,5,1,9,9,1,0,4,1,0,9,5,35,0,2,2,7,5,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,148,2,2,1,1,1,4,1,11,45,6,3,1,1,11,73,2,93,25,1,2,2,0,0,1,1,5,4,11,45,2,0,0,1,1,5,3,5,3,9,6,5,25,1,10,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,900,700,1,2,6,6,5,7,4,0,0,0,0,10,2,5,0,0,6,65.25
5934,159311,3,2,1,41,2,26,19,19,2,5,0,15,1,0,0,0,3,3,1,2,1,6,1,1,1,19,26,2,0,4,1,0,8,6,700,0,2,3,11,1,5,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,1,4,25,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,6,0,0,0,46.48
5492,79311,3,1,2,22,1,23,24,28,2,3,2,20,1,0,0,0,3,3,1,2,2,6,2,2,1,24,23,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,60,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1
