UBIGEO1,UBIGEO2,DEPARTAMENTO,PROVINCIA,DISTRITO,POVERTY_RATE,PBI_PC,IDH
60414,60000,CAJAMARCA,CHOTA,PION,39.457441,2081.118853,42.5
60415,60000,CAJAMARCA,CHOTA,QUEROCOTO,55.079391,2081.118853,42.5
60416,60000,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,64.294574,2081.118853,42.5
60417,60000,CAJAMARCA,CHOTA,TACABAMBA,61.694068,2081.118853,42.5
60418,60000,CAJAMARCA,CHOTA,TOCMOCHE,65.383911,2081.118853,42.5
60419,60000,CAJAMARCA,CHOTA,CHALAMARCA,59.971932,2081.118853,42.5
60501,60000,CAJAMARCA,CONTUMAZÁ,CONTUMAZÁ,48.92452,2081.118853,42.5
60502,60000,CAJAMARCA,CONTUMAZÁ,CHILETE,26.729719,2081.118853,42.5
60503,60000,CAJAMARCA,CONTUMAZÁ,CUPISNIQUE,63.711821,2081.118853,42.5
60504,60000,CAJAMARCA,CONTUMAZÁ,GUZMANGO,67.344987,2081.118853,42.5
60505,60000,CAJAMARCA,CONTUMAZÁ,SAN BENITO,53.088797,2081.118853,42.5
60506,60000,CAJAMARCA,CONTUMAZÁ,SANTA CRUZ DE TOLED,68.006417,2081.118853,42.5
60507,60000,CAJAMARCA,CONTUMAZÁ,TANTARICA,51.352498,2081.118853,42.5
60508,60000,CAJAMARCA,CONTUMAZÁ,YONÁN,26.361603,2081.118853,42.5
60601,60000,CAJAMARCA,CUTERVO,CUTERVO,46.552723,2081.118853,42.5
60602,60000,CAJAMARCA,CUTERVO,CALLAYUC,75.643123,2081.118853,42.5
60603,60000,CAJAMARCA,CUTERVO,CHOROS,59.848048,2081.118853,42.5
60604,60000,CAJAMARCA,CUTERVO,CUJILLO,76.62892,2081.118853,42.5
60605,60000,CAJAMARCA,CUTERVO,LA RAMADA,73.322219,2081.118853,42.5
60606,60000,CAJAMARCA,CUTERVO,PIMPINGOS,60.36662,2081.118853,42.5
60607,60000,CAJAMARCA,CUTERVO,QUEROCOTILLO,69.150117,2081.118853,42.5
60608,60000,CAJAMARCA,CUTERVO,SAN ANDRÉS DE CUTERVO,56.361401,2081.118853,42.5
60609,60000,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,64.692878,2081.118853,42.5
60610,60000,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,55.112222,2081.118853,42.5
60611,60000,CAJAMARCA,CUTERVO,SANTA CRUZ,68.561045,2081.118853,42.5
60612,60000,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,66.84112,2081.118853,42.5
60613,60000,CAJAMARCA,CUTERVO,SANTO TOMAS,70.070425,2081.118853,42.5
60614,60000,CAJAMARCA,CUTERVO,SOCOTA,54.88722,2081.118853,42.5
60615,60000,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,38.007366,2081.118853,42.5
60701,60000,CAJAMARCA,HUALGAYOC,BAMBAMARCA,51.920921,2081.118853,42.5
60702,60000,CAJAMARCA,HUALGAYOC,CHUGUR,60.037625,2081.118853,42.5
60703,60000,CAJAMARCA,HUALGAYOC,HUALGAYOC,50.226876,2081.118853,42.5
60801,60000,CAJAMARCA,JAEN,JAÉN,21.682199,2081.118853,42.5
60802,60000,CAJAMARCA,JAEN,BELLAVISTA,53.206402,2081.118853,42.5
60803,60000,CAJAMARCA,JAEN,CHONTALI,60.476934,2081.118853,42.5
60804,60000,CAJAMARCA,JAEN,COLASAY,54.653779,2081.118853,42.5
60805,60000,CAJAMARCA,JAEN,HUABAL,68.72443,2081.118853,42.5
60806,60000,CAJAMARCA,JAEN,LAS PIRIAS,42.393313,2081.118853,42.5
60807,60000,CAJAMARCA,JAEN,POMAHUACA,54.820963,2081.118853,42.5
60808,60000,CAJAMARCA,JAEN,PUCARÁ,43.505236,2081.118853,42.5
60809,60000,CAJAMARCA,JAEN,SALLIQUE,76.842495,2081.118853,42.5
60810,60000,CAJAMARCA,JAEN,SAN FELIPE,67.282958,2081.118853,42.5
60811,60000,CAJAMARCA,JAEN,SAN JOSÉ DEL ALTO,48.61103,2081.118853,42.5
60812,60000,CAJAMARCA,JAEN,SANTA ROSA,57.406823,2081.118853,42.5
60901,60000,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,42.295658,2081.118853,42.5
60902,60000,CAJAMARCA,SAN IGNACIO,CHIRINOS,37.292403,2081.118853,42.5
60903,60000,CAJAMARCA,SAN IGNACIO,HUARANGO,57.175184,2081.118853,42.5
60904,60000,CAJAMARCA,SAN IGNACIO,LA COIPA,57.233712,2081.118853,42.5
60905,60000,CAJAMARCA,SAN IGNACIO,NAMBALLE,68.827543,2081.118853,42.5
60906,60000,CAJAMARCA,SAN IGNACIO,SAN JOSÉ DE LOURDES,48.337739,2081.118853,42.5
60907,60000,CAJAMARCA,SAN IGNACIO,TABACONAS,66.409842,2081.118853,42.5
61001,60000,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,42.119928,2081.118853,42.5
61002,60000,CAJAMARCA,SAN MARCOS,CHANCAY,64.269365,2081.118853,42.5
61003,60000,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,52.284391,2081.118853,42.5
61004,60000,CAJAMARCA,SAN MARCOS,GREGORIO PITA,60.854865,2081.118853,42.5
61005,60000,CAJAMARCA,SAN MARCOS,ICHOCAN,49.22889,2081.118853,42.5
61006,60000,CAJAMARCA,SAN MARCOS,JOSÉ MANUEL QUIROZ,68.553706,2081.118853,42.5
61007,60000,CAJAMARCA,SAN MARCOS,JOSÉ SABOGAL,77.012854,2081.118853,42.5
61101,60000,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,44.088526,2081.118853,42.5
61102,60000,CAJAMARCA,SAN MIGUEL,BOLÍVAR,39.510324,2081.118853,42.5
61103,60000,CAJAMARCA,SAN MIGUEL,CALQUIS,66.217462,2081.118853,42.5
61104,60000,CAJAMARCA,SAN MIGUEL,CATILLUC,60.111856,2081.118853,42.5
61105,60000,CAJAMARCA,SAN MIGUEL,EL PRADO,65.660317,2081.118853,42.5
61106,60000,CAJAMARCA,SAN MIGUEL,LA FLORIDA,47.899904,2081.118853,42.5
61107,60000,CAJAMARCA,SAN MIGUEL,LLAPA,45.02843,2081.118853,42.5
61108,60000,CAJAMARCA,SAN MIGUEL,NANCHOC,44.737705,2081.118853,42.5
61109,60000,CAJAMARCA,SAN MIGUEL,NIEPOS,55.93133,2081.118853,42.5
61110,60000,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,59.474771,2081.118853,42.5
61111,60000,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHÁN,70.109398,2081.118853,42.5
61112,60000,CAJAMARCA,SAN MIGUEL,TONGOD,52.260988,2081.118853,42.5
61113,60000,CAJAMARCA,SAN MIGUEL,UNIÓN AGUA BLANCA,59.348225,2081.118853,42.5
61201,60000,CAJAMARCA,SAN PABLO,SAN PABLO,65.448793,2081.118853,42.5
61202,60000,CAJAMARCA,SAN PABLO,SAN BERNARDINO,72.013642,2081.118853,42.5
61203,60000,CAJAMARCA,SAN PABLO,SAN LUIS,64.587335,2081.118853,42.5
61204,60000,CAJAMARCA,SAN PABLO,TUMBADÉN,68.919693,2081.118853,42.5
61301,60000,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,35.080272,2081.118853,42.5
61302,60000,CAJAMARCA,SANTA CRUZ,ANDABAMBA,61.171385,2081.118853,42.5
61303,60000,CAJAMARCA,SANTA CRUZ,CATACHE,59.404102,2081.118853,42.5
61304,60000,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,64.317897,2081.118853,42.5
61305,60000,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,54.658908,2081.118853,42.5
61306,60000,CAJAMARCA,SANTA CRUZ,NINABAMBA,56.222331,2081.118853,42.5
61307,60000,CAJAMARCA,SANTA CRUZ,PULÁN,57.064055,2081.118853,42.5
61308,60000,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,54.713495,2081.118853,42.5
61309,60000,CAJAMARCA,SANTA CRUZ,SEXI,48.725971,2081.118853,42.5
61310,60000,CAJAMARCA,SANTA CRUZ,UTICYACU,70.027283,2081.118853,42.5
61311,60000,CAJAMARCA,SANTA CRUZ,YAUYUCÁN,62.478178,2081.118853,42.5
70101,70000,CALLAO,CALLAO,CALLAO,14.174308,#N/D,#N/D
70102,70000,CALLAO,CALLAO,BELLAVISTA,4.514266,#N/D,#N/D
70103,70000,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,11.838163,#N/D,#N/D
70104,70000,CALLAO,CALLAO,LA PERLA,3.118283,#N/D,#N/D
70105,70000,CALLAO,CALLAO,LA PUNTA,1.942411,#N/D,#N/D
70106,70000,CALLAO,CALLAO,VENTANILLA  ,26.066656,#N/D,#N/D
70107,70000,CALLAO,CALLAO,MI PERÚ  ,23.941494,#N/D,#N/D
80101,80000,CUSCO,CUSCO,CUSCO,8.214426,3396.604469,51.2
80102,80000,CUSCO,CUSCO,CCORCA,39.390077,3396.604469,51.2
80103,80000,CUSCO,CUSCO,POROY,21.672473,3396.604469,51.2
80104,80000,CUSCO,CUSCO,SAN JERÓNIMO,11.983353,3396.604469,51.2
80105,80000,CUSCO,CUSCO,SAN SEBASTIÁN,7.710494,3396.604469,51.2
80106,80000,CUSCO,CUSCO,SANTIAGO,8.301604,3396.604469,51.2
80107,80000,CUSCO,CUSCO,SAYLLA,25.397937,3396.604469,51.2
80108,80000,CUSCO,CUSCO,WANCHAQ,1.376287,3396.604469,51.2
80201,80000,CUSCO,ACOMAYO,ACOMAYO,42.064069,3396.604469,51.2
80202,80000,CUSCO,ACOMAYO,ACOPIA,35.42542,3396.604469,51.2
80203,80000,CUSCO,ACOMAYO,ACOS,36.10735,3396.604469,51.2
80204,80000,CUSCO,ACOMAYO,MOSOC LLACTA,35.42542,3396.604469,51.2
80205,80000,CUSCO,ACOMAYO,POMACANCHI,45.198174,3396.604469,51.2
80206,80000,CUSCO,ACOMAYO,RONDOCÁN,27.856699,3396.604469,51.2
80207,80000,CUSCO,ACOMAYO,SANGARARA,40.846186,3396.604469,51.2
80301,80000,CUSCO,ANTA,ANTA,25.636171,3396.604469,51.2
80302,80000,CUSCO,ANTA,ANCAHUASI,36.079741,3396.604469,51.2
80303,80000,CUSCO,ANTA,CACHIMAYO,10.934872,3396.604469,51.2
80304,80000,CUSCO,ANTA,CHINCHAYPUJIO,47.088974,3396.604469,51.2
80305,80000,CUSCO,ANTA,HUAROCONDO,29.627914,3396.604469,51.2
80306,80000,CUSCO,ANTA,LIMATAMBO,36.174095,3396.604469,51.2
80307,80000,CUSCO,ANTA,MOLLEPATA,28.091778,3396.604469,51.2
80308,80000,CUSCO,ANTA,PUCYURA,24.26189,3396.604469,51.2
80309,80000,CUSCO,ANTA,ZURITE,24.26189,3396.604469,51.2
80401,80000,CUSCO,CALCA,CALCA,24.15572,3396.604469,51.2
80402,80000,CUSCO,CALCA,COYA,29.860187,3396.604469,51.2
80403,80000,CUSCO,CALCA,LAMAY,39.946301,3396.604469,51.2
80404,80000,CUSCO,CALCA,LARES,50.998653,3396.604469,51.2
80405,80000,CUSCO,CALCA,PISAC,36.319639,3396.604469,51.2
80406,80000,CUSCO,CALCA,SAN SALVADOR,39.915003,3396.604469,51.2
80407,80000,CUSCO,CALCA,TARAY,41.532127,3396.604469,51.2
80408,80000,CUSCO,CALCA,YANATILE,34.576892,3396.604469,51.2
80501,80000,CUSCO,CANAS,YANAOCA,50.118466,3396.604469,51.2
80502,80000,CUSCO,CANAS,CHECCA,55.855767,3396.604469,51.2
80503,80000,CUSCO,CANAS,KUNTURKANKI,45.783716,3396.604469,51.2
80504,80000,CUSCO,CANAS,LANGUI,40.854791,3396.604469,51.2
80505,80000,CUSCO,CANAS,LAYO,53.118603,3396.604469,51.2
80506,80000,CUSCO,CANAS,PAMPAMARCA,36.375307,3396.604469,51.2
80507,80000,CUSCO,CANAS,QUEHUE,55.119197,3396.604469,51.2
80508,80000,CUSCO,CANAS,TÚPAC AMARU,45.967309,3396.604469,51.2
80601,80000,CUSCO,CANCHIS,SICUANI,23.505524,3396.604469,51.2
80602,80000,CUSCO,CANCHIS,CHECACUPE,40.281875,3396.604469,51.2
80603,80000,CUSCO,CANCHIS,COMBAPATA,33.396703,3396.604469,51.2
80604,80000,CUSCO,CANCHIS,MARANGANI,39.282183,3396.604469,51.2
80605,80000,CUSCO,CANCHIS,PITUMARCA,45.515751,3396.604469,51.2
80606,80000,CUSCO,CANCHIS,SAN PABLO,34.451396,3396.604469,51.2
80607,80000,CUSCO,CANCHIS,SAN PEDRO,17.962187,3396.604469,51.2
80608,80000,CUSCO,CANCHIS,TINTA,31.785968,3396.604469,51.2
80701,80000,CUSCO,CHUMBIVILCAS,SANTO TOMÁS,44.452513,3396.604469,51.2
80702,80000,CUSCO,CHUMBIVILCAS,CAPACMARCA,45.157507,3396.604469,51.2
80703,80000,CUSCO,CHUMBIVILCAS,CHAMACA,48.960748,3396.604469,51.2
80704,80000,CUSCO,CHUMBIVILCAS,COLQUEMARCA,49.167442,3396.604469,51.2
80705,80000,CUSCO,CHUMBIVILCAS,LIVITACA,57.047768,3396.604469,51.2
80706,80000,CUSCO,CHUMBIVILCAS,LLUSCO,50.032727,3396.604469,51.2
80707,80000,CUSCO,CHUMBIVILCAS,QUIÑOTA,54.520153,3396.604469,51.2
80708,80000,CUSCO,CHUMBIVILCAS,VELILLE,38.744463,3396.604469,51.2
80801,80000,CUSCO,ESPINAR,ESPINAR,25.869896,3396.604469,51.2
80802,80000,CUSCO,ESPINAR,CONDOROMA,23.973386,3396.604469,51.2
80803,80000,CUSCO,ESPINAR,COPORAQUE,41.621305,3396.604469,51.2
80804,80000,CUSCO,ESPINAR,OCORURO,34.29943,3396.604469,51.2
80805,80000,CUSCO,ESPINAR,PALLPATA,29.903014,3396.604469,51.2
80806,80000,CUSCO,ESPINAR,PICHIGUA,44.958713,3396.604469,51.2
80807,80000,CUSCO,ESPINAR,SUYCKUTAMBO,42.367723,3396.604469,51.2
80808,80000,CUSCO,ESPINAR,ALTO PICHIGUA,34.29943,3396.604469,51.2
80901,80000,CUSCO,LA CONVENCIÓN,SANTA ANA,8.292162,3396.604469,51.2
80902,80000,CUSCO,LA CONVENCIÓN,ECHARATE   ,23.265437,3396.604469,51.2
80903,80000,CUSCO,LA CONVENCIÓN,HUAYOPATA,23.866263,3396.604469,51.2
80904,80000,CUSCO,LA CONVENCIÓN,MARANURA,14.833678,3396.604469,51.2
80905,80000,CUSCO,LA CONVENCIÓN,OCOBAMBA,36.066762,3396.604469,51.2
80906,80000,CUSCO,LA CONVENCIÓN,QUELLOUNO,21.80408,3396.604469,51.2
80907,80000,CUSCO,LA CONVENCIÓN,KIMBIRI   ,25.02031,3396.604469,51.2
80908,80000,CUSCO,LA CONVENCIÓN,SANTA TERESA,21.80408,3396.604469,51.2
80909,80000,CUSCO,LA CONVENCIÓN,VILCABAMBA    ,38.185101,3396.604469,51.2
80910,80000,CUSCO,LA CONVENCIÓN,PICHARI,30.628854,3396.604469,51.2
80911,80000,CUSCO,LA CONVENCIÓN,INKAWASI  ,45.476716,3396.604469,51.2
80912,80000,CUSCO,LA CONVENCIÓN,VILLA VIRGEN  ,42.797205,3396.604469,51.2
80913,80000,CUSCO,LA CONVENCIÓN,VILLA KINTIARINA  ,41.338265,3396.604469,51.2
80914,80000,CUSCO,LA CONVENCIÓN,MEGANTONI   ,33.569166,3396.604469,51.2
81001,80000,CUSCO,PARURO,PARURO,30.3188,3396.604469,51.2
81002,80000,CUSCO,PARURO,ACCHA,45.511449,3396.604469,51.2
81003,80000,CUSCO,PARURO,CCAPI,39.17017,3396.604469,51.2
81004,80000,CUSCO,PARURO,COLCHA,30.3188,3396.604469,51.2
81005,80000,CUSCO,PARURO,HUANOQUITE,40.246822,3396.604469,51.2
81006,80000,CUSCO,PARURO,OMACHA,61.454993,3396.604469,51.2
81007,80000,CUSCO,PARURO,PACCARITAMBO,39.17017,3396.604469,51.2
81008,80000,CUSCO,PARURO,PILLPINTO,21.347982,3396.604469,51.2
81009,80000,CUSCO,PARURO,YAURISQUE,30.3188,3396.604469,51.2
81101,80000,CUSCO,PAUCARTAMBO,PAUCARTAMBO,46.231595,3396.604469,51.2
81102,80000,CUSCO,PAUCARTAMBO,CAICAY,49.619293,3396.604469,51.2
81103,80000,CUSCO,PAUCARTAMBO,CHALLABAMBA,51.647583,3396.604469,51.2
81104,80000,CUSCO,PAUCARTAMBO,COLQUEPATA,51.250954,3396.604469,51.2
81105,80000,CUSCO,PAUCARTAMBO,HUANCARANI,45.705457,3396.604469,51.2
81106,80000,CUSCO,PAUCARTAMBO,KOSÑIPATA,30.984116,3396.604469,51.2
81201,80000,CUSCO,QUISPICANCHI,URCOS,27.845377,3396.604469,51.2
81202,80000,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,29.921494,3396.604469,51.2
81203,80000,CUSCO,QUISPICANCHI,CAMANTI,15.06989,3396.604469,51.2
81204,80000,CUSCO,QUISPICANCHI,CCARHUAYO,51.690891,3396.604469,51.2
81205,80000,CUSCO,QUISPICANCHI,CCATCA,61.35074,3396.604469,51.2
81206,80000,CUSCO,QUISPICANCHI,CUSIPATA,38.297788,3396.604469,51.2
81207,80000,CUSCO,QUISPICANCHI,HUARO,33.176199,3396.604469,51.2
81208,80000,CUSCO,QUISPICANCHI,LUCRE,19.07511,3396.604469,51.2
81209,80000,CUSCO,QUISPICANCHI,MARCAPATA,57.584146,3396.604469,51.2
81210,80000,CUSCO,QUISPICANCHI,OCONGATE,53.548677,3396.604469,51.2
81211,80000,CUSCO,QUISPICANCHI,OROPESA,19.07511,3396.604469,51.2
81212,80000,CUSCO,QUISPICANCHI,QUIQUIJANA,47.828509,3396.604469,51.2
81301,80000,CUSCO,URUBAMBA,URUBAMBA,21.066471,3396.604469,51.2
81302,80000,CUSCO,URUBAMBA,CHINCHERO,24.33862,3396.604469,51.2
81303,80000,CUSCO,URUBAMBA,HUAYLLABAMBA,24.33862,3396.604469,51.2
81304,80000,CUSCO,URUBAMBA,MACHUPICCHU,23.51616,3396.604469,51.2
81305,80000,CUSCO,URUBAMBA,MARAS,33.774139,3396.604469,51.2
81306,80000,CUSCO,URUBAMBA,OLLANTAYTAMBO,30.320912,3396.604469,51.2
81307,80000,CUSCO,URUBAMBA,YUCAY,14.017021,3396.604469,51.2
90101,90000,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,17.073401,2654.80924,38.4
90102,90000,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,38.095811,2654.80924,38.4
90103,90000,HUANCAVELICA,HUANCAVELICA,ACORIA,48.284489,2654.80924,38.4
90104,90000,HUANCAVELICA,HUANCAVELICA,CONAYCA,35.232549,2654.80924,38.4
90105,90000,HUANCAVELICA,HUANCAVELICA,CUENCA,51.273128,2654.80924,38.4
90106,90000,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,40.05058,2654.80924,38.4
90107,90000,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,25.765432,2654.80924,38.4
90108,90000,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,20.41227,2654.80924,38.4
90109,90000,HUANCAVELICA,HUANCAVELICA,LARIA,35.103963,2654.80924,38.4
90110,90000,HUANCAVELICA,HUANCAVELICA,MANTA,55.702492,2654.80924,38.4
90111,90000,HUANCAVELICA,HUANCAVELICA,MARISCAL CÁCERES,20.41227,2654.80924,38.4
90112,90000,HUANCAVELICA,HUANCAVELICA,MOYA,37.983127,2654.80924,38.4
90113,90000,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,40.05058,2654.80924,38.4
90114,90000,HUANCAVELICA,HUANCAVELICA,PALCA,46.056613,2654.80924,38.4
90115,90000,HUANCAVELICA,HUANCAVELICA,PILCHACA,52.020667,2654.80924,38.4
90116,90000,HUANCAVELICA,HUANCAVELICA,VILCA,53.814208,2654.80924,38.4
90117,90000,HUANCAVELICA,HUANCAVELICA,YAULI,58.776266,2654.80924,38.4
90118,90000,HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,16.825292,2654.80924,38.4
90119,90000,HUANCAVELICA,HUANCAVELICA,HUANDO,33.074807,2654.80924,38.4
90201,90000,HUANCAVELICA,ACOBAMBA,ACOBAMBA ,23.839498,2654.80924,38.4
90202,90000,HUANCAVELICA,ACOBAMBA,ANDABAMBA,49.432298,2654.80924,38.4
90203,90000,HUANCAVELICA,ACOBAMBA,ANTA,52.585169,2654.80924,38.4
90204,90000,HUANCAVELICA,ACOBAMBA,CAJA,27.95382,2654.80924,38.4
90205,90000,HUANCAVELICA,ACOBAMBA,MARCAS,27.95382,2654.80924,38.4
90206,90000,HUANCAVELICA,ACOBAMBA,PAUCARA ,51.426005,2654.80924,38.4
90207,90000,HUANCAVELICA,ACOBAMBA,POMACOCHA,41.19127,2654.80924,38.4
90208,90000,HUANCAVELICA,ACOBAMBA,ROSARIO,44.56379,2654.80924,38.4
90301,90000,HUANCAVELICA,ANGARAES,LIRCAY,44.125031,2654.80924,38.4
90302,90000,HUANCAVELICA,ANGARAES,ANCHONGA,63.810822,2654.80924,38.4
90303,90000,HUANCAVELICA,ANGARAES,CALLANMARCA,48.622902,2654.80924,38.4
90304,90000,HUANCAVELICA,ANGARAES,CCOCHACCASA,44.441587,2654.80924,38.4
90305,90000,HUANCAVELICA,ANGARAES,CHINCHO,28.39438,2654.80924,38.4
90306,90000,HUANCAVELICA,ANGARAES,CONGALLA,56.942654,2654.80924,38.4
90307,90000,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,66.018283,2654.80924,38.4
90308,90000,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,47.740775,2654.80924,38.4
90309,90000,HUANCAVELICA,ANGARAES,JULCAMARCA,28.39438,2654.80924,38.4
90310,90000,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,40.63401,2654.80924,38.4
90311,90000,HUANCAVELICA,ANGARAES,SANTO TOMÁS DE PATA,40.63401,2654.80924,38.4
90312,90000,HUANCAVELICA,ANGARAES,SECCLLA,44.390001,2654.80924,38.4
90401,90000,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,29.696344,2654.80924,38.4
90402,90000,HUANCAVELICA,CASTROVIRREYNA,ARMA,24.38605,2654.80924,38.4
90403,90000,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,37.789974,2654.80924,38.4
90404,90000,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,31.183465,2654.80924,38.4
90405,90000,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,49.694053,2654.80924,38.4
90406,90000,HUANCAVELICA,CASTROVIRREYNA,COCAS,35.112554,2654.80924,38.4
90407,90000,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,36.023159,2654.80924,38.4
90408,90000,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,52.404067,2654.80924,38.4
90409,90000,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,51.221833,2654.80924,38.4
90410,90000,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,24.38605,2654.80924,38.4
90411,90000,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,40.3827,2654.80924,38.4
90412,90000,HUANCAVELICA,CASTROVIRREYNA,TANTARA,39.201331,2654.80924,38.4
90413,90000,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,14.466285,2654.80924,38.4
90501,90000,HUANCAVELICA,CHURCAMPA,CHURCAMPA,38.171632,2654.80924,38.4
90502,90000,HUANCAVELICA,CHURCAMPA,ANCO,36.01357,2654.80924,38.4
90503,90000,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,39.635443,2654.80924,38.4
90504,90000,HUANCAVELICA,CHURCAMPA,EL CARMEN,42.546562,2654.80924,38.4
90505,90000,HUANCAVELICA,CHURCAMPA,LA MERCED,25.556384,2654.80924,38.4
90506,90000,HUANCAVELICA,CHURCAMPA,LOCROJA,57.363609,2654.80924,38.4
90507,90000,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,36.629338,2654.80924,38.4
90508,90000,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,17.552199,2654.80924,38.4
90509,90000,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,35.572278,2654.80924,38.4
90510,90000,HUANCAVELICA,CHURCAMPA,PACHAMARCA,35.548312,2654.80924,38.4
90511,90000,HUANCAVELICA,CHURCAMPA,COSME ,54.373877,2654.80924,38.4
90601,90000,HUANCAVELICA,HUAYTARÁ,HUAYTARÁ,13.467308,2654.80924,38.4
90602,90000,HUANCAVELICA,HUAYTARÁ,AYAVI,23.34951,2654.80924,38.4
90603,90000,HUANCAVELICA,HUAYTARÁ,CÓRDOVA,23.34951,2654.80924,38.4
90604,90000,HUANCAVELICA,HUAYTARÁ,HUAYACUNDO ARMA,21.54027,2654.80924,38.4
90605,90000,HUANCAVELICA,HUAYTARÁ,LARAMARCA,23.34951,2654.80924,38.4
90606,90000,HUANCAVELICA,HUAYTARÁ,OCOYO,26.58547,2654.80924,38.4
90607,90000,HUANCAVELICA,HUAYTARÁ,PILPICHACA,33.764808,2654.80924,38.4
90608,90000,HUANCAVELICA,HUAYTARÁ,QUERCO,26.58547,2654.80924,38.4
90609,90000,HUANCAVELICA,HUAYTARÁ,QUITO-ARMA,21.54027,2654.80924,38.4
90610,90000,HUANCAVELICA,HUAYTARÁ,SAN ANTONIO DE CUSICANCHA,33.5216,2654.80924,38.4
90611,90000,HUANCAVELICA,HUAYTARÁ,SAN FRANCISCO DE SANGAYAICO,42.947025,2654.80924,38.4
90612,90000,HUANCAVELICA,HUAYTARÁ,SAN ISIDRO,38.982824,2654.80924,38.4
90613,90000,HUANCAVELICA,HUAYTARÁ,SANTIAGO DE CHOCORVOS,37.465381,2654.80924,38.4
90614,90000,HUANCAVELICA,HUAYTARÁ,SANTIAGO DE QUIRAHUARA,21.54027,2654.80924,38.4
90615,90000,HUANCAVELICA,HUAYTARÁ,SANTO DOMINGO DE CAPILLAS,33.541436,2654.80924,38.4
90616,90000,HUANCAVELICA,HUAYTARÁ,TAMBO,26.58547,2654.80924,38.4
90701,90000,HUANCAVELICA,TAYACAJA,PAMPAS  ,28.008037,2654.80924,38.4
90702,90000,HUANCAVELICA,TAYACAJA,ACOSTAMBO,53.930906,2654.80924,38.4
90703,90000,HUANCAVELICA,TAYACAJA,ACRAQUIA,38.39784,2654.80924,38.4
90704,90000,HUANCAVELICA,TAYACAJA,AHUAYCHA,48.642132,2654.80924,38.4
90705,90000,HUANCAVELICA,TAYACAJA,COLCABAMBA     ,42.706732,2654.80924,38.4
90706,90000,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ  ,37.21424,2654.80924,38.4
90707,90000,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,40.17806,2654.80924,38.4
90709,90000,HUANCAVELICA,TAYACAJA,HUARIBAMBA   ,44.846043,2654.80924,38.4
90710,90000,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,45.395045,2654.80924,38.4
90711,90000,HUANCAVELICA,TAYACAJA,PAZOS,37.21424,2654.80924,38.4
90713,90000,HUANCAVELICA,TAYACAJA,QUISHUAR,44.923393,2654.80924,38.4
90714,90000,HUANCAVELICA,TAYACAJA,SALCABAMBA,63.567106,2654.80924,38.4
90715,90000,HUANCAVELICA,TAYACAJA,SALCAHUASI,42.500656,2654.80924,38.4
90716,90000,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,33.668138,2654.80924,38.4
90717,90000,HUANCAVELICA,TAYACAJA,SURCUBAMBA,47.127084,2654.80924,38.4
